282,None,70.27851491,-52.13332395,-63.60156718,5.295986982,-1
190,None,38.16063294,-132.2282842,-198.8002432,8.833712029,-1
190,None,97.89985608,-130.7686347,-156.6501864,12.564573760,-1
698,None,-36.77629406,-34.59533297,-60.9137866,6.217909816,-1
803,None,-88.68591428,19.40153987,-150.6757957,5.822159480,-1
251,None,91.8066639,-228.1486839,-206.7306038,15.480709610,-1
346,None,-118.7456191,124.8523546,-568.68286,4.129168997,-1
402,None,-59.75176891,-45.51209719,-84.77197151,5.529811480,-1
157,None,-32.44901873,49.38239307,-60.31881666,24.281863520,-1
222,None,-46.82137782,80.98240214,-109.2275388,5.562150111,-1
290,None,-87.98029816,-170.435691,-67.39794153,8.260459929,-1
719,None,-104.3323085,-130.4591242,-81.17828567,12.304376610,-1
812,None,71.95630178,105.2183743,-534.7339804,7.478521110,-1
812,None,35.81885532,171.3443017,-470.1967334,8.727947616,-1
612,None,-6.607170093,22.55937329,-143.7929641,9.484890340,-1
612,None,116.8024039,-1.291850522,-197.5054168,4.666322736,-1
612,None,119.2088976,-11.4328236,-208.2932951,6.853377495,-1
612,None,111.5336493,-37.25625083,-238.8281758,5.772283337,-1
612,None,95.99601184,-23.33441995,-157.7220192,4.835148932,-1
574,None,-64.08984827,-185.1943695,-176.461318,3.556818181,-1
574,None,-112.5257962,-147.0691547,-279.5736221,6.661399227,-1
444,None,73.76386971,56.33474997,-111.8408463,4.084912815,-1
119,None,-73.28217211,46.20627483,-185.2274411,6.022565899,-1
553,None,135.3036242,-21.79208926,-239.4086072,4.543071313,-1
753,None,-77.77160404,-11.38994533,-58.0353619,16.721463390,-1
813,None,-68.68536654,206.1975285,-685.8740029,17.156134560,-1
813,None,59.76390847,195.5534644,-540.4216151,4.256054820,-1
870,None,121.9087601,-67.41580071,-158.8001927,9.061649841,-1
506,None,96.78026471,1.565748925,-113.1028372,22.038918880,-1
695,None,41.21933645,-169.5888219,-188.6252342,4.528739349,-1
695,None,-92.43802134,-160.7622717,-127.003377,4.945112775,-1
280,None,105.0927476,-12.11034538,-163.8563959,6.675664160,-1
280,None,-65.24188146,-2.009534031,-154.5988093,5.611381537,-1
280,None,95.50326213,50.83309312,-98.17735226,9.697334131,-1
280,None,-44.35081815,-2.878997069,-80.20624421,6.734930528,-1
280,None,-36.79299198,30.7687084,-78.63004564,7.213573370,-1
280,None,114.1812202,39.58850481,-77.01551257,6.554327379,-1
280,None,101.203838,25.22046529,-133.8132453,6.269450237,-1
280,None,99.7584658,42.83369719,-142.7906833,6.392032870,-1
280,None,76.62464946,-2.190466163,-170.1541606,5.512269698,-1
483,None,-96.92511861,-19.80447862,-120.1001986,10.606277130,-1
797,None,-93.45976658,60.14386675,1523.530064,7.674509542,-1
337,None,-100.8609071,15.28935029,-182.4603409,4.991628467,-1
807,None,59.49693039,-6.696593702,-135.9209832,14.167813910,-1
273,None,16.03531414,67.91292767,-31.29420185,3.887997704,-1
688,None,-107.5159318,-106.6040007,-155.5003217,5.324346110,-1
212,None,76.49433466,88.15768761,-193.1555684,19.044218700,-1
339,None,-24.80602777,185.3534746,-545.8419781,4.355305398,-1
